Temps (s);Angle moteur (°);Angle vantail (°);Couple moteur (Nm);Couple vantail (Nm)
9,391764;39,79999924;36,29999924;108;176
9,392548;40;35,63999939;110;176
9,39334;39,59999847;35,97000122;110;176
9,394124;39,59999847;36,29999924;108;179
9,394908;39,79999924;36,29999924;103;177
9,395692;39,79999924;35,63999939;109;178
9,396476;40;35,63999939;109;178
9,39726;40;35,63999939;111;180
9,398044;39,59999847;35,97000122;123;173
9,398828;39,59999847;35,97000122;112;176
9,399612;39,79999924;36,29999924;117;175
9,400396;39,79999924;36,29999924;117;176
9,401184;40,20000076;35,97000122;111;178
9,401964;40;35,63999939;115;176
9,402748;40;35,97000122;110;176
9,403532;40;35,97000122;108;176
9,40432;39,79999924;35,97000122;108;175
9,4051;39,79999924;36,29999924;102;175
9,405884;39,40000153;36,29999924;116;174
9,406676;40;35,97000122;109;173
9,40746;39,59999847;35,97000122;116;175
9,408244;39,79999924;36,29999924;114;175
9,409028;39,79999924;36,29999924;119;177
9,409812;40,20000076;35,63999939;117;176
9,410604;39,79999924;35,97000122;112;175
9,411392;39,79999924;36,29999924;113;175
9,412172;39,79999924;35,97000122;109;176
9,412964;40;35,97000122;115;175
9,413748;39,79999924;35,97000122;110;175
9,414536;39,79999924;36,29999924;108;175
9,415316;39,79999924;36,29999924;113;177
9,4161;40;35,63999939;112;177
9,416892;39,59999847;35,97000122;110;175
9,417676;39,59999847;36,29999924;122;177
9,41846;39,79999924;36,29999924;117;177
9,419244;40;35,63999939;116;177
9,420028;40;35,63999939;122;176
9,420812;40;35,97000122;114;176
9,421596;40,79999924;35,97000122;118;175
9,42238;39,79999924;35,97000122;112;177
9,423164;39,79999924;36,63000107;109;177
9,423948;40,20000076;36,29999924;109;177
9,424736;40;35,63999939;109;177
9,425516;40;35,97000122;110;176
9,4263;40;35,97000122;108;176
9,427084;40;35,97000122;118;176
9,427872;39,79999924;35,97000122;116;175
9,428652;40,20000076;36,29999924;118;175
9,429436;40;36,29999924;122;174
9,430228;40;35,97000122;112;175
9,431012;39,79999924;36,29999924;118;175
9,431796;39,79999924;36,29999924;110;177
9,43258;39,79999924;36,29999924;111;178
9,433364;40,20000076;35,63999939;115;175
9,434156;39,79999924;35,63999939;110;177
9,434944;39,79999924;36,29999924;109;177
9,435724;39,79999924;35,63999939;112;176
9,436516;40;35,97000122;114;175
9,4373;40;35,97000122;116;177
9,438088;39,79999924;36,29999924;122;177
9,438868;39,79999924;34,97999954;117;177
9,439652;40,20000076;35,63999939;123;173
9,440444;39,79999924;35,97000122;118;177
9,441228;40,20000076;36,63000107;116;177
9,442012;40,20000076;36,29999924;116;177
9,442796;40;36,29999924;113;177
9,44358;40,20000076;35,97000122;111;176
9,444364;40;35,97000122;114;175
9,445148;40;35,97000122;110;176
9,445932;39,79999924;36,63000107;108;175
9,446716;40,20000076;36,29999924;114;175
9,4475;39,79999924;36,29999924;117;176
9,448288;40,20000076;36,29999924;121;179
9,449068;40;35,63999939;126;176
9,449852;40;35,97000122;119;174
9,450636;40;35,97000122;122;176
9,451424;39,79999924;36,29999924;116;179
9,452204;40,20000076;36,29999924;109;177
9,452988;40;35,63999939;122;176
9,45378;40;35,97000122;110;175
9,454564;39,79999924;36,29999924;114;175
9,455348;40,20000076;36,29999924;109;177
9,456132;39,79999924;35,63999939;111;178
9,456916;40,20000076;35,63999939;117;176
9,457708;40,20000076;36,29999924;119;177
9,458496;40,20000076;36,29999924;124;177
9,459276;40;35,97000122;120;176
9,460068;40;35,97000122;123;176
9,460852;39,79999924;36,63000107;118;177
9,46164;40,20000076;36,63000107;117;177
9,46242;40,20000076;36,29999924;116;178
9,463204;40,40000153;35,63999939;114;177
9,463996;40,20000076;36,29999924;110;175
9,46478;40,20000076;36,29999924;113;175
9,465564;40,20000076;36,29999924;108;176
9,466348;40,40000153;35,63999939;111;176
9,467132;40,40000153;35,97000122;129;174
9,467916;40;35,97000122;116;176
9,4687;40;36,29999924;126;175
9,469484;39,59999847;36,29999924;116;177
9,470268;40,20000076;36,29999924;126;177
9,471052;40,20000076;36,29999924;116;177
9,47184;40,40000153;35,97000122;111;176
9,47262;40,40000153;35,97000122;115;175
9,473404;40,20000076;35,97000122;99;174
9,474188;40;36,29999924;112;175
9,474976;40,20000076;36,63000107;112;175
9,475756;40,40000153;36,29999924;109;177
9,47654;40;36,29999924;114;173
9,477332;40,20000076;36,63000107;116;176
9,478116;40,20000076;36,63000107;122;177
9,4789;40,20000076;36,29999924;117;177
9,479684;39,59999847;36,29999924;121;178
9,480468;40,59999847;35,97000122;117;177
9,48126;40,20000076;36,63000107;116;175
9,482048;40,20000076;36,29999924;116;177
9,482828;40,20000076;35,97000122;114;177
9,48362;40;36,63000107;112;175
9,484404;40,20000076;36,29999924;110;175
9,485192;40,20000076;36,29999924;109;175
9,485972;40,20000076;36,29999924;111;176
9,486756;40,59999847;35,97000122;116;175
9,487548;40;36,63000107;117;175
9,488332;40,20000076;36,63000107;119;177
9,489116;40,20000076;36,29999924;117;176
9,4899;40,59999847;35,97000122;115;176
9,490684;40,40000153;35,97000122;120;176
9,491468;40,40000153;35,97000122;112;173
9,492252;40;36,63000107;114;175
9,493036;40,20000076;36,63000107;111;177
9,49382;40,20000076;36,29999924;108;177
9,494604;40,20000076;35,63999939;108;178
9,495392;40,59999847;35,97000122;109;176
9,496172;40,40000153;35,97000122;112;176
9,496956;40;36,63000107;112;176
9,49774;40,20000076;36,63000107;120;177
9,498528;40,20000076;36,63000107;113;177
9,499308;40,20000076;36,29999924;119;177
9,500092;40,40000153;36,29999924;120;176
9,500884;40,20000076;36,63000107;110;177
9,501668;40,20000076;37,61999893;116;177
9,502452;40,20000076;36,29999924;107;177
9,503236;40,59999847;36,29999924;109;178
9,50402;40;35,97000122;109;175
9,504812;40,20000076;36,95999908;104;177
9,5056;40,20000076;36,29999924;105;177
9,50638;40,40000153;36,63000107;110;175
9,507172;40,20000076;36,63000107;112;169
9,507956;40,20000076;36,63000107;116;175
9,508744;40,20000076;36,29999924;117;178
9,509524;40,59999847;35,97000122;111;176
9,510308;40,40000153;35,97000122;114;176
9,5111;40,20000076;36,63000107;109;177
9,511884;40,20000076;36,29999924;111;176
9,512668;40,59999847;36,29999924;111;178
9,513452;41,20000076;35,97000122;107;176
9,514236;40,40000153;35,97000122;107;175
9,51502;40;35,97000122;106;177
9,515804;40,20000076;36,63000107;112;177
9,516588;40,20000076;36,63000107;105;177
9,517372;40,20000076;36,95999908;113;178
9,518156;40;36,29999924;117;178
9,518944;40,40000153;35,97000122;116;176
9,519724;40;35,97000122;122;173
9,520508;40,20000076;36,63000107;114;175
9,521292;40,20000076;36,95999908;118;177
9,52208;40,20000076;36,95999908;117;178
9,52286;40,59999847;36,29999924;109;178
9,523644;40,59999847;36,29999924;114;175
9,524436;40,20000076;36,63000107;104;175
9,52522;40,59999847;36,95999908;109;177
9,526004;40,40000153;36,29999924;109;176
9,526788;40,59999847;36,29999924;113;176
9,527572;40;35,97000122;120;175
9,528364;39,79999924;36,95999908;119;177
9,529152;40,40000153;36,29999924;117;176
9,529932;40,59999847;36,63000107;114;175
9,530724;40,20000076;36,95999908;116;177
9,531508;40,40000153;36,95999908;109;176
9,532296;40,59999847;36,29999924;109;178
9,533076;40,79999924;36,29999924;111;178
9,53386;40,40000153;35,97000122;108;175
9,534652;40,20000076;36,95999908;106;177
9,535436;40,40000153;36,29999924;111;178
9,53622;40,59999847;36,29999924;109;176
9,537004;40,59999847;36,63000107;114;176
9,537788;40,40000153;35,97000122;122;177
9,538572;40,20000076;36,63000107;112;185
9,539356;40,20000076;36,63000107;124;175
9,54014;40,40000153;36,95999908;113;178
9,540924;40,59999847;36,63000107;113;178
9,541708;40,59999847;36,29999924;118;176
9,542496;40,40000153;36,63000107;110;175
9,543276;40,40000153;36,63000107;112;175
9,54406;40,20000076;36,29999924;106;176
9,544844;40,20000076;36,95999908;103;177
9,545632;40,59999847;36,29999924;109;176
9,546412;40,59999847;36,29999924;107;176
9,547196;40,79999924;35,97000122;116;176
9,547988;40,20000076;36,95999908;116;175
9,548772;40,20000076;36,29999924;120;178
9,549556;40,59999847;36,29999924;113;176
9,55034;40,59999847;36,29999924;116;176
9,551124;40,40000153;36,95999908;114;177
9,551916;40,40000153;36,95999908;109;178
9,552704;40,59999847;36,63000107;115;178
9,553484;40,59999847;36,63000107;108;175
9,554276;40,20000076;36,95999908;110;177
9,55506;40,40000153;36,95999908;109;178
9,555848;40,59999847;36,29999924;111;178
9,556628;40,59999847;36,29999924;114;176
9,557412;40,40000153;36,63000107;128;177
9,558204;40,40000153;36,29999924;115;179
9,558988;40,59999847;35,97000122;125;176
9,559772;40,59999847;36,63000107;119;176
9,560556;40,40000153;36,63000107;122;174
9,56134;40,40000153;37,29000092;120;177
9,562124;40,20000076;37,29000092;108;177
9,562908;40,40000153;36,95999908;115;177
9,563692;40,59999847;36,29999924;109;178
9,564476;40,59999847;36,29999924;109;176
9,56526;40,79999924;36,63000107;111;176
9,566048;40,40000153;36,63000107;108;175
9,566828;40,20000076;36,63000107;112;175
9,567612;40,20000076;37,61999893;113;175
9,568396;40,40000153;36,95999908;121;177
9,569184;40,59999847;36,29999924;109;176
9,569964;40,59999847;36,29999924;117;176
9,570748;40,40000153;36,63000107;116;179
9,57154;40,40000153;36,95999908;109;177
9,572324;40,79999924;36,29999924;113;178
9,573108;40,59999847;36,29999924;111;176
9,573892;40,40000153;36,63000107;110;176
9,574676;40,40000153;36,63000107;110;178
9,575468;40,59999847;36,29999924;109;178
9,576256;40,59999847;36,63000107;110;176
9,577036;40,79999924;37,29000092;116;171
9,577828;40,40000153;36,95999908;117;178
9,578612;40,59999847;36,29999924;117;178
9,5794;40,59999847;36,29999924;121;176
9,58018;40,59999847;36,63000107;115;177
9,580964;40,40000153;36,63000107;120;178
9,581756;40,79999924;36,95999908;111;178
9,58254;40,79999924;36,63000107;117;176
9,583324;40,79999924;36,63000107;111;175
9,584108;40,40000153;36,63000107;110;176
9,584892;39,79999924;37,29000092;110;175
9,585676;40,20000076;36,95999908;103;175
9,58646;40,59999847;36,95999908;111;176
9,587244;40,79999924;36,29999924;113;176
9,588028;40,79999924;36,63000107;122;176
9,588812;40,79999924;36,63000107;119;173
9,5896;40,40000153;36,63000107;118;175
9,59038;40,40000153;36,95999908;118;173
9,591164;40,59999847;36,95999908;110;176
9,591948;40,59999847;36,95999908;117;178
9,592736;40,79999924;36,63000107;114;176
9,593516;40,79999924;36,63000107;111;174
9,5943;40,40000153;36,63000107;115;177
9,595092;40,59999847;36,95999908;109;177
9,595876;40,79999924;36,29999924;104;176
9,59666;40,79999924;36,63000107;114;176
9,597444;40,40000153;36,63000107;120;177
9,598228;40,40000153;36,63000107;118;178
9,59902;40,79999924;36,29999924;123;176
9,599808;40,79999924;36,63000107;120;174
9,600588;40,40000153;36,95999908;117;176
9,60138;40,79999924;36,95999908;117;178
9,602164;40,79999924;36,63000107;113;176
9,602952;40,79999924;36,63000107;115;176
9,603732;40,79999924;36,63000107;111;175
9,604516;40,40000153;36,95999908;109;178
9,605308;40,79999924;36,29999924;107;176
9,606092;40,79999924;36,63000107;114;175
9,606876;40,40000153;36,63000107;114;175
9,60766;40,40000153;36,63000107;122;177
9,608444;40,59999847;36,95999908;122;177
9,609228;40,59999847;36,29999924;115;175
9,610012;40,79999924;36,29999924;124;176
9,610796;40,79999924;36,63000107;113;176
9,61158;40,79999924;36,63000107;118;173
9,612364;40,40000153;36,63000107;116;177
9,613152;40,40000153;36,95999908;112;175
9,613932;40,40000153;36,95999908;113;176
9,614716;40,59999847;36,95999908;109;172
9,6155;40,79999924;36,95999908;113;176
9,616288;40,79999924;36,63000107;113;176
9,617068;40,40000153;36,63000107;117;174
9,617852;40,40000153;36,63000107;123;178
9,618644;40,79999924;36,63000107;121;178
9,619428;40,79999924;36,63000107;125;176
9,620212;40,79999924;36,63000107;118;175
9,620996;40,40000153;37,29000092;122;177
9,62178;40,59999847;37,61999893;116;178
9,622572;40,79999924;36,95999908;115;176
9,62336;40,79999924;37,29000092;112;176
9,62414;40,40000153;36,95999908;109;178
9,624932;41,20000076;36,95999908;111;176
9,625716;40,79999924;36,63000107;113;174
9,626504;40,79999924;37,29000092;116;176
9,627284;40,40000153;37,29000092;122;175
9,628068;40,40000153;37,61999893;129;176
9,62886;40,79999924;36,63000107;119;176
9,629644;40,79999924;37,29000092;128;177
9,630428;40,40000153;36,63000107;116;176
9,631212;40,59999847;37,61999893;112;175
9,631996;41;37,61999893;118;176
9,63278;41;36,95999908;111;178
9,633564;40,79999924;36,95999908;117;176
9,634348;40,79999924;36,63000107;114;176
9,635132;40,79999924;36,63000107;112;175
9,635916;40,40000153;37,29000092;116;177
9,636704;40,59999847;37,29000092;103;177
9,637484;40,59999847;36,95999908;121;179
9,638268;41;36,95999908;121;176
9,639052;41,20000076;36,95999908;127;176
9,63984;40,79999924;36,63000107;131;175
9,64062;40,40000153;37,29000092;123;167
9,641404;41;37,61999893;120;178
9,642196;41;36,95999908;115;176
9,64298;40,79999924;36,95999908;106;176
9,643764;40,40000153;37,29000092;112;175
9,644548;40,40000153;37,29000092;112;175
9,645332;40,59999847;37,61999893;111;176
9,646124;40,79999924;36,63000107;114;175
9,646912;40,79999924;37,29000092;114;175
9,647692;40,20000076;36,95999908;125;178
9,648484;41;36,63000107;121;176
9,649268;40,79999924;37,29000092;123;174
9,650056;40,59999847;37,29000092;123;176
9,650836;40,59999847;37,29000092;114;175
9,65162;41;37,61999893;117;177
9,652412;40,79999924;37,29000092;114;175
9,653196;40,40000153;37,29000092;115;175
9,65398;40,59999847;37,29000092;110;177
9,654764;40,59999847;37,61999893;111;177
9,655548;40,59999847;36,95999908;111;179
9,656332;40,79999924;36,95999908;109;176
9,657116;40,79999924;37,29000092;118;177
9,6579;40,79999924;36,63000107;116;175
9,658684;40,40000153;37,29000092;123;175
9,659468;40,59999847;37,61999893;112;177
9,660256;41;37,61999893;117;177
9,661036;41;36,95999908;121;177
9,66182;41,20000076;36,95999908;111;178
9,662604;41,20000076;36,95999908;118;176
9,663392;40,79999924;35,97000122;115;169
9,664172;40,40000153;37,29000092;106;175
9,664956;40,59999847;37,61999893;113;176
9,665748;40,79999924;36,95999908;114;176
9,666532;40,79999924;37,29000092;114;175
9,667316;40,40000153;37,29000092;118;175
9,6681;40,59999847;37,61999893;117;177
9,668884;40,59999847;37,61999893;116;176
9,669676;40,79999924;36,63000107;122;175
9,670464;40,79999924;37,29000092;112;175
9,671244;41;36,95999908;113;176
9,672036;40,79999924;36,95999908;111;176
9,67282;40,79999924;37,29000092;100;173
9,673608;40,79999924;37,29000092;108;175
9,674388;40,59999847;37,61999893;106;175
9,675172;41;37,61999893;110;176
9,675964;40,79999924;37,29000092;110;175
9,676748;40,79999924;37,29000092;112;176
9,677532;41;37,61999893;112;177
9,678316;41;37,61999893;119;177
9,6791;41;36,95999908;117;177
9,679884;41;36,95999908;111;176
9,680668;40,79999924;37,29000092;121;176
9,681452;40,79999924;37,29000092;110;176
9,682236;41;37,61999893;108;175
9,68302;41;37,61999893;110;177
9,683808;41;37,61999893;103;177
9,684588;41;36,95999908;107;178
9,685372;41,20000076;36,95999908;105;174
9,686156;40,79999924;37,29000092;106;175
9,686944;40,79999924;37,29000092;108;175
9,687724;40,59999847;37,61999893;114;175
9,688508;41;37,61999893;115;176
9,6893;41,20000076;37,29000092;115;174
9,690084;40,79999924;37,29000092;112;165
9,690868;41;37,95000076;108;177
9,691652;41;37,61999893;109;177
9,692436;41;37,61999893;107;176
9,693228;41,20000076;37,29000092;112;177
9,694016;41;37,61999893;104;175
9,694796;40,40000153;37,29000092;108;176
9,695588;41,20000076;37,29000092;107;176
9,696372;40,40000153;37,29000092;110;175
9,69716;40,79999924;37,61999893;114;177
9,69794;41;37,61999893;116;177
9,698724;41;37,61999893;123;176
9,699516;40,79999924;37,29000092;112;176
9,7003;41;37,61999893;122;177
9,701084;41;37,95000076;116;177
9,701868;41;37,61999893;111;178
9,702652;41,20000076;36,95999908;115;172
9,703436;40,79999924;37,29000092;107;176
9,70422;41,20000076;37,29000092;111;176
9,705004;41;37,29000092;110;175
9,705788;41;37,61999893;106;169
9,706572;41;37,61999893;113;175
9,70736;41;36,95999908;116;176
9,70814;41,20000076;36,95999908;120;176
9,708924;41,20000076;37,29000092;118;170
9,709708;41,20000076;37,29000092;122;175
9,710496;40,40000153;37,61999893;113;176
9,711276;41;37,95000076;113;177
9,71206;41;37,61999893;115;176
9,712852;40,79999924;37,29000092;110;176
9,713636;41;37,61999893;112;177
9,71442;41;37,61999893;108;177
9,715204;41;37,61999893;109;177
9,715988;41;36,95999908;111;176
9,71678;41;37,29000092;112;177
9,717568;41;37,61999893;116;177
9,718348;41;36,95999908;123;174
9,71914;41,20000076;37,29000092;119;173
9,719924;40,79999924;37,29000092;120;176
9,720712;41;37,61999893;118;177
9,721492;41;37,61999893;115;189
9,722276;41,20000076;37,61999893;116;173
9,723068;41;37,29000092;112;177
9,723852;41;37,95000076;112;176
9,724636;41;37,61999893;108;177
9,72542;41,20000076;36,95999908;111;176
9,726204;41,20000076;37,29000092;111;176
9,726988;41,20000076;37,29000092;118;176
9,727772;41;37,29000092;127;175
9,728556;41;37,95000076;118;175
9,72934;41;37,61999893;124;177
9,730124;41,20000076;37,61999893;119;178
9,730912;41,20000076;37,29000092;119;178
9,731692;41,20000076;37,29000092;121;176
9,732476;41,20000076;37,29000092;115;177
9,73326;41;37,95000076;122;177
9,734048;41;37,61999893;116;176
9,734828;41;36,95999908;114;177
9,735612;41,20000076;37,61999893;120;177
9,736404;40,79999924;37,29000092;114;177
9,737188;41;37,95000076;120;177
9,737972;41;37,61999893;124;177
9,738756;41,20000076;37,61999893;125;178
9,73954;41,20000076;38,27999878;124;176
9,740332;41;37,95000076;116;177
9,74112;41;37,95000076;117;179
9,7419;41,20000076;37,29000092;121;182
9,742692;41,20000076;37,95000076;118;177
9,743476;41;37,95000076;116;175
9,744264;41;37,95000076;114;176
9,745044;41;37,61999893;113;178
9,745828;41,40000153;36,95999908;115;175
9,74662;41;37,95000076;116;175
9,747404;41;37,61999893;124;177
9,748188;41;37,61999893;121;177
9,748972;41,20000076;37,29000092;125;178
9,749756;41,40000153;37,29000092;122;176
9,75054;41,20000076;37,29000092;122;176
9,751324;41,40000153;37,95000076;120;177
9,752108;41;37,95000076;114;177
9,752892;41;37,61999893;112;177
9,753676;41,20000076;37,61999893;115;178
9,754464;41,20000076;37,29000092;111;176
9,755244;41,20000076;37,29000092;115;176
9,756028;41,59999847;37,29000092;114;173
9,756812;41,20000076;37,95000076;116;176
9,7576;41;37,95000076;119;177
9,75838;41,20000076;37,61999893;121;178
9,759164;41,20000076;37,61999893;123;175
9,759956;41;37,95000076;122;175
9,76074;41;37,95000076;119;177
9,761524;41,40000153;37,95000076;116;175
9,762308;41,20000076;37,61999893;117;178
9,763092;41,20000076;37,61999893;115;177
9,763884;41;37,95000076;112;175
9,764672;41;37,95000076;113;176
9,765452;41,20000076;37,29000092;114;176
9,766244;41;37,95000076;112;175
9,767028;41,40000153;37,95000076;119;177
9,767816;41,79999924;37,61999893;122;177
9,768596;41,20000076;37,61999893;125;178
9,76938;41,40000153;37,29000092;128;175
9,770172;41;37,95000076;116;177
9,770956;41;37,95000076;121;177
9,77174;41,20000076;37,61999893;113;179
9,772524;41,40000153;37,29000092;117;178
9,773308;41,40000153;37,29000092;120;176
9,774092;41,40000153;37,95000076;114;173
9,774876;41;37,95000076;116;177
9,77566;41;37,95000076;111;177
9,776444;41,20000076;37,95000076;116;178
9,777228;41,40000153;37,61999893;119;178
9,778016;41,20000076;37,61999893;123;176
9,778796;41,20000076;37,29000092;125;176
9,77958;41,40000153;37,95000076;123;176
9,780364;41;37,95000076;124;177
9,781152;41,40000153;37,95000076;118;179
9,781932;41,40000153;37,61999893;117;172
9,782716;41,40000153;37,61999893;118;177
9,783508;41;38,61000061;112;176
9,784292;41;37,95000076;116;177
9,785076;41,20000076;37,61999893;111;176
9,78586;41,40000153;37,61999893;111;176
9,786644;41,40000153;37,29000092;115;176
9,787436;41;37,95000076;119;177
9,788224;41,20000076;37,61999893;120;178
9,789004;41,20000076;37,95000076;126;172
9,789796;41,20000076;37,95000076;116;175
9,79058;41;37,95000076;116;175
9,791368;41;38,27999878;115;177
9,792148;41,59999847;37,29000092;109;176
9,792932;41,40000153;37,61999893;118;177
9,793724;41;37,95000076;108;177
9,794508;41,20000076;37,95000076;113;177
9,795292;41,20000076;37,61999893;109;175
9,796076;41,59999847;37,61999893;111;178
9,79686;41,59999847;37,29000092;114;176
9,797644;41,40000153;37,95000076;120;177
9,798428;41;37,95000076;123;177
9,799212;41;37,95000076;117;177
9,799996;41,20000076;37,95000076;124;178
9,80078;41,40000153;37,61999893;117;178
9,801568;41,59999847;37,61999893;117;176
9,802348;41,59999847;37,29000092;118;176
9,803132;41,40000153;37,29000092;114;176
9,803916;41,20000076;37,95000076;112;177
9,804704;41,20000076;37,95000076;112;177
9,805484;42;37,61999893;109;178
9,806268;41,59999847;37,61999893;115;175
9,80706;41;37,95000076;118;176
9,807844;41;37,95000076;118;177
9,808628;41,20000076;37,61999893;121;178
9,809412;41,40000153;37,61999893;119;178
9,810196;41,59999847;37,95000076;117;177
9,810988;41,40000153;37,95000076;119;177
9,811776;41,20000076;37,95000076;109;177
9,812556;41,40000153;37,95000076;115;177
9,813348;41;37,95000076;112;175
9,814132;41,20000076;37,95000076;110;176
9,81492;41,40000153;37,95000076;112;179
9,8157;41,59999847;37,61999893;109;176
9,816484;41,59999847;37,61999893;112;177
9,817276;41,20000076;37,95000076;113;177
9,81806;41,20000076;37,95000076;125;178
9,818844;41,40000153;37,61999893;113;178
9,819628;41,59999847;37,61999893;123;176
9,820412;41,59999847;37,95000076;119;176
9,821196;41,40000153;38,27999878;114;177
9,82198;41,40000153;38,27999878;116;177
9,822764;41,40000153;38,27999878;108;178
9,823548;41,40000153;37,95000076;113;178
9,824332;41,59999847;37,61999893;109;176
9,82512;41,59999847;37,95000076;109;176
9,8259;41,59999847;37,95000076;108;172
9,826684;41,40000153;37,95000076;114;175
9,827468;41,20000076;37,95000076;118;177
9,828256;41,40000153;37,95000076;117;177
9,829036;41,20000076;37,61999893;121;178
9,82982;41,40000153;37,95000076;115;175
9,830612;41,40000153;38,93999863;114;175
9,831396;41,40000153;38,27999878;113;178
9,83218;41,40000153;37,95000076;109;178
9,832964;41,59999847;37,61999893;113;178
9,833748;41,59999847;37,95000076;109;178
9,83454;41,40000153;38,27999878;109;177
9,835328;41,20000076;37,61999893;105;178
9,836108;41,59999847;37,95000076;112;177
9,8369;41,40000153;37,95000076;112;175
9,837684;41,40000153;37,95000076;121;178
9,838472;41,40000153;37,61999893;119;178
9,839252;41,59999847;37,61999893;120;176
9,840036;41,59999847;37,95000076;122;177
9,840828;41,40000153;37,95000076;109;177
9,841612;41,79999924;38,27999878;119;178
9,842396;41,59999847;38,27999878;111;176
9,84318;41,59999847;37,95000076;112;168
9,843964;41,59999847;38,27999878;114;176
9,844748;41,40000153;37,95000076;106;175
9,845532;41,40000153;38,27999878;110;177
9,846316;41,40000153;37,95000076;108;177
9,8471;41,59999847;38,27999878;113;178
9,847884;41,59999847;37,95000076;119;176
9,848672;41,59999847;37,95000076;120;174
9,849452;41,40000153;38,27999878;116;175
9,850236;41,40000153;38,27999878;112;177
9,85102;41,40000153;38,93999863;113;178
9,851808;41,59999847;38,27999878;109;181
9,852588;41,59999847;37,61999893;109;176
9,853372;41,59999847;37,95000076;112;175
9,854164;41,40000153;37,95000076;101;177
9,854948;41,40000153;38,93999863;108;177
9,855732;41,59999847;37,61999893;108;176
9,856516;41,59999847;37,61999893;109;177
9,8573;41,59999847;37,95000076;118;177
9,858092;41,40000153;38,27999878;117;178
9,85888;41,79999924;38,27999878;113;178
9,85966;41,59999847;38,27999878;122;177
9,860452;41,40000153;38,27999878;113;177
9,861236;41,79999924;38,27999878;113;177
9,862024;42,20000076;38,27999878;112;178
9,862804;41,20000076;38,27999878;109;176
9,863588;41,59999847;38,27999878;110;177
9,86438;41,40000153;37,95000076;105;178
9,865164;41,40000153;37,61999893;109;176
9,865948;41,59999847;38,27999878;105;176
9,866732;41,59999847;37,95000076;114;176
9,867516;41,40000153;38,27999878;116;175
9,8683;41,79999924;38,27999878;116;175
9,869084;41,40000153;38,27999878;116;177
9,869868;41,40000153;37,95000076;111;178
9,870652;41,59999847;37,61999893;117;171
9,871436;41,59999847;38,27999878;111;176
9,872224;41,59999847;38,27999878;110;177
9,873004;41,40000153;38,61000061;116;177
9,873788;41,40000153;38,61000061;108;175
9,874572;41,40000153;38,27999878;109;177
9,87536;41,79999924;38,27999878;109;178
9,87614;41,59999847;37,61999893;109;178
9,876924;41,40000153;37,95000076;114;176
9,877716;41,40000153;38,27999878;116;178
9,8785;41,59999847;37,95000076;116;178
9,879284;41,59999847;37,61999893;127;176
9,880068;41,59999847;37,95000076;115;177
9,880852;41,59999847;38,61000061;115;177
9,881644;41,79999924;38,27999878;115;178
9,882432;41,59999847;38,27999878;109;176
9,883212;41,59999847;38,61000061;115;177
9,884004;41,79999924;38,27999878;106;177
9,884788;41,59999847;38,27999878;108;178
9,885576;41,59999847;38,27999878;107;176
9,886356;41,59999847;38,27999878;109;178
9,88714;41,59999847;37,29000092;116;175
9,887932;41,59999847;37,61999893;113;177
9,888716;41,79999924;38,27999878;123;176
9,8895;41,59999847;38,27999878;113;175
9,890284;41,59999847;38,27999878;118;177
9,891068;42;38,61000061;114;177
9,891852;41,40000153;38,61000061;108;177
9,892636;41,79999924;38,93999863;113;177
9,89342;41,79999924;38,27999878;109;178
9,894204;41,79999924;38,27999878;105;176
9,894988;41,59999847;38,27999878;111;176
9,895776;41,59999847;38,27999878;114;176
9,896556;41,59999847;38,61000061;112;177
9,89734;41,79999924;38,61000061;116;177
9,898124;41,79999924;38,27999878;117;178
9,898912;41,79999924;38,27999878;120;176
9,899692;41,59999847;37,61999893;120;176
9,900476;41,59999847;38,27999878;114;175
9,901268;41,79999924;38,93999863;117;178
9,902052;41,79999924;38,93999863;112;178
9,902836;41,79999924;38,27999878;114;176
9,90362;41,59999847;38,27999878;112;176
9,904404;41,59999847;38,61000061;110;178
9,905196;41,79999924;38,27999878;109;176
9,905984;41,59999847;38,27999878;109;176
9,906764;41,59999847;38,61000061;116;175
9,907556;41,79999924;38,93999863;116;176
9,90834;41,59999847;38,27999878;125;178
9,909128;42,20000076;38,27999878;120;178
9,909908;42;38,27999878;120;176
9,910692;41,59999847;38,27999878;119;165
9,911484;41,79999924;37,61999893;109;178
9,912268;41,59999847;38,27999878;120;178
9,913052;41,59999847;38,27999878;113;176
9,913836;42;38,61000061;115;166
9,91462;41,59999847;38,61000061;112;177
9,915404;41,40000153;38,61000061;108;177
9,916188;41,79999924;38,27999878;116;178
9,916972;41,79999924;38,27999878;116;178
9,917756;42,20000076;38,27999878;120;178
9,91854;41,59999847;38,27999878;122;176
9,919328;41,59999847;38,61000061;124;174
9,920108;41,79999924;38,61000061;118;177
9,920892;41,79999924;38,61000061;119;178
9,921676;41,79999924;38,93999863;117;178
9,922464;41,79999924;38,27999878;113;178
9,923244;42,20000076;38,27999878;113;178
9,924028;42;38,27999878;112;177
9,92482;41,40000153;38,93999863;111;177
9,925604;42,20000076;38,27999878;109;178
9,926388;41,79999924;38,27999878;113;174
9,927172;41,59999847;38,27999878;117;176
9,927956;41,59999847;38,61000061;123;177
9,928748;41,79999924;38,27999878;121;178
9,929536;42,20000076;38,27999878;115;178
9,930316;41,59999847;38,93999863;121;177
9,931108;41,79999924;38,93999863;108;177
9,931892;42,20000076;38,27999878;113;178
9,93268;42,20000076;38,27999878;115;178
